entity_type,row_index,column,raw_value,error_code
mentor,-1,کدرشته,,MISSING_JOIN_KEY
mentor,-1,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,1,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,2,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,3,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,4,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,5,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,6,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,7,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,8,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,9,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,10,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,11,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,12,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,13,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,14,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,15,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,16,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,17,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,18,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,19,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,20,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,21,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,22,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,23,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,24,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,25,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,26,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,27,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,28,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,29,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,30,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,31,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,32,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,33,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,34,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,35,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,36,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,37,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,38,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,39,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,40,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,41,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,42,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,43,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,44,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,45,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,46,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,47,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,48,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,49,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,50,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,51,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,52,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,53,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,54,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,55,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,56,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,57,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,58,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,59,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,60,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,61,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,62,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,63,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,64,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,65,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,66,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,67,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,68,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,69,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,70,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,71,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,72,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,73,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,74,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,75,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,76,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,77,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,78,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,79,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,80,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,81,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,82,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,83,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,84,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,85,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,86,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,87,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,88,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,89,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,90,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,91,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,92,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,93,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,94,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,95,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,96,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,97,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,98,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,99,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,100,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,101,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,102,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,103,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,104,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,105,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,106,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,107,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,108,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,109,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,110,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,111,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,112,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,113,جنسیت,پسر,INVALID_JOIN_VALUE
mentor,114,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,115,جنسیت,دختر,INVALID_JOIN_VALUE
mentor,-1,دانش آموز فارغ,,MISSING_JOIN_KEY
mentor,-1,مرکز گلستان صدرا,,MISSING_JOIN_KEY
mentor,-1,مالی حکمت بنیاد,,MISSING_JOIN_KEY
mentor,-1,کد مدرسه,,MISSING_JOIN_KEY
mentor,-1,کدرشته,,MISSING_COLUMN
mentor,1,کدرشته,,MISSING_COLUMN
mentor,2,کدرشته,,MISSING_COLUMN
mentor,3,کدرشته,,MISSING_COLUMN
mentor,4,کدرشته,,MISSING_COLUMN
mentor,5,کدرشته,,MISSING_COLUMN
mentor,6,کدرشته,,MISSING_COLUMN
mentor,7,کدرشته,,MISSING_COLUMN
mentor,8,کدرشته,,MISSING_COLUMN
mentor,9,کدرشته,,MISSING_COLUMN
mentor,10,کدرشته,,MISSING_COLUMN
mentor,11,کدرشته,,MISSING_COLUMN
mentor,12,کدرشته,,MISSING_COLUMN
mentor,13,کدرشته,,MISSING_COLUMN
mentor,14,کدرشته,,MISSING_COLUMN
mentor,15,کدرشته,,MISSING_COLUMN
mentor,16,کدرشته,,MISSING_COLUMN
mentor,17,کدرشته,,MISSING_COLUMN
mentor,18,کدرشته,,MISSING_COLUMN
mentor,19,کدرشته,,MISSING_COLUMN
mentor,20,کدرشته,,MISSING_COLUMN
mentor,21,کدرشته,,MISSING_COLUMN
mentor,22,کدرشته,,MISSING_COLUMN
mentor,23,کدرشته,,MISSING_COLUMN
mentor,24,کدرشته,,MISSING_COLUMN
mentor,25,کدرشته,,MISSING_COLUMN
mentor,26,کدرشته,,MISSING_COLUMN
mentor,27,کدرشته,,MISSING_COLUMN
mentor,28,کدرشته,,MISSING_COLUMN
mentor,29,کدرشته,,MISSING_COLUMN
mentor,30,کدرشته,,MISSING_COLUMN
mentor,31,کدرشته,,MISSING_COLUMN
mentor,32,کدرشته,,MISSING_COLUMN
mentor,33,کدرشته,,MISSING_COLUMN
mentor,34,کدرشته,,MISSING_COLUMN
mentor,35,کدرشته,,MISSING_COLUMN
mentor,36,کدرشته,,MISSING_COLUMN
mentor,37,کدرشته,,MISSING_COLUMN
mentor,38,کدرشته,,MISSING_COLUMN
mentor,39,کدرشته,,MISSING_COLUMN
mentor,40,کدرشته,,MISSING_COLUMN
mentor,41,کدرشته,,MISSING_COLUMN
mentor,42,کدرشته,,MISSING_COLUMN
mentor,43,کدرشته,,MISSING_COLUMN
mentor,44,کدرشته,,MISSING_COLUMN
mentor,45,کدرشته,,MISSING_COLUMN
mentor,46,کدرشته,,MISSING_COLUMN
mentor,47,کدرشته,,MISSING_COLUMN
mentor,48,کدرشته,,MISSING_COLUMN
mentor,49,کدرشته,,MISSING_COLUMN
mentor,50,کدرشته,,MISSING_COLUMN
mentor,51,کدرشته,,MISSING_COLUMN
mentor,52,کدرشته,,MISSING_COLUMN
mentor,53,کدرشته,,MISSING_COLUMN
mentor,54,کدرشته,,MISSING_COLUMN
mentor,55,کدرشته,,MISSING_COLUMN
mentor,56,کدرشته,,MISSING_COLUMN
mentor,57,کدرشته,,MISSING_COLUMN
mentor,58,کدرشته,,MISSING_COLUMN
mentor,59,کدرشته,,MISSING_COLUMN
mentor,60,کدرشته,,MISSING_COLUMN
mentor,61,کدرشته,,MISSING_COLUMN
mentor,62,کدرشته,,MISSING_COLUMN
mentor,63,کدرشته,,MISSING_COLUMN
mentor,64,کدرشته,,MISSING_COLUMN
mentor,65,کدرشته,,MISSING_COLUMN
mentor,66,کدرشته,,MISSING_COLUMN
mentor,67,کدرشته,,MISSING_COLUMN
mentor,68,کدرشته,,MISSING_COLUMN
mentor,69,کدرشته,,MISSING_COLUMN
mentor,70,کدرشته,,MISSING_COLUMN
mentor,71,کدرشته,,MISSING_COLUMN
mentor,72,کدرشته,,MISSING_COLUMN
mentor,73,کدرشته,,MISSING_COLUMN
mentor,74,کدرشته,,MISSING_COLUMN
mentor,75,کدرشته,,MISSING_COLUMN
mentor,76,کدرشته,,MISSING_COLUMN
mentor,77,کدرشته,,MISSING_COLUMN
mentor,78,کدرشته,,MISSING_COLUMN
mentor,79,کدرشته,,MISSING_COLUMN
mentor,80,کدرشته,,MISSING_COLUMN
mentor,81,کدرشته,,MISSING_COLUMN
mentor,82,کدرشته,,MISSING_COLUMN
mentor,83,کدرشته,,MISSING_COLUMN
mentor,84,کدرشته,,MISSING_COLUMN
mentor,85,کدرشته,,MISSING_COLUMN
mentor,86,کدرشته,,MISSING_COLUMN
mentor,87,کدرشته,,MISSING_COLUMN
mentor,88,کدرشته,,MISSING_COLUMN
mentor,89,کدرشته,,MISSING_COLUMN
mentor,90,کدرشته,,MISSING_COLUMN
mentor,91,کدرشته,,MISSING_COLUMN
mentor,92,کدرشته,,MISSING_COLUMN
mentor,93,کدرشته,,MISSING_COLUMN
mentor,94,کدرشته,,MISSING_COLUMN
mentor,95,کدرشته,,MISSING_COLUMN
mentor,96,کدرشته,,MISSING_COLUMN
mentor,97,کدرشته,,MISSING_COLUMN
mentor,98,کدرشته,,MISSING_COLUMN
mentor,99,کدرشته,,MISSING_COLUMN
mentor,100,کدرشته,,MISSING_COLUMN
mentor,101,کدرشته,,MISSING_COLUMN
mentor,102,کدرشته,,MISSING_COLUMN
mentor,103,کدرشته,,MISSING_COLUMN
mentor,104,کدرشته,,MISSING_COLUMN
mentor,105,کدرشته,,MISSING_COLUMN
mentor,106,کدرشته,,MISSING_COLUMN
mentor,107,کدرشته,,MISSING_COLUMN
mentor,108,کدرشته,,MISSING_COLUMN
mentor,109,کدرشته,,MISSING_COLUMN
mentor,110,کدرشته,,MISSING_COLUMN
mentor,111,کدرشته,,MISSING_COLUMN
mentor,112,کدرشته,,MISSING_COLUMN
mentor,113,کدرشته,,MISSING_COLUMN
mentor,114,کدرشته,,MISSING_COLUMN
mentor,115,کدرشته,,MISSING_COLUMN
mentor,-1,جنسیت,,DATA_MISSING
mentor,1,جنسیت,,DATA_MISSING
mentor,2,جنسیت,,DATA_MISSING
mentor,3,جنسیت,,DATA_MISSING
mentor,4,جنسیت,,DATA_MISSING
mentor,5,جنسیت,,DATA_MISSING
mentor,6,جنسیت,,DATA_MISSING
mentor,7,جنسیت,,DATA_MISSING
mentor,8,جنسیت,,DATA_MISSING
mentor,9,جنسیت,,DATA_MISSING
mentor,10,جنسیت,,DATA_MISSING
mentor,11,جنسیت,,DATA_MISSING
mentor,12,جنسیت,,DATA_MISSING
mentor,13,جنسیت,,DATA_MISSING
mentor,14,جنسیت,,DATA_MISSING
mentor,15,جنسیت,,DATA_MISSING
mentor,16,جنسیت,,DATA_MISSING
mentor,17,جنسیت,,DATA_MISSING
mentor,18,جنسیت,,DATA_MISSING
mentor,19,جنسیت,,DATA_MISSING
mentor,20,جنسیت,,DATA_MISSING
mentor,21,جنسیت,,DATA_MISSING
mentor,22,جنسیت,,DATA_MISSING
mentor,23,جنسیت,,DATA_MISSING
mentor,24,جنسیت,,DATA_MISSING
mentor,25,جنسیت,,DATA_MISSING
mentor,26,جنسیت,,DATA_MISSING
mentor,27,جنسیت,,DATA_MISSING
mentor,28,جنسیت,,DATA_MISSING
mentor,29,جنسیت,,DATA_MISSING
mentor,30,جنسیت,,DATA_MISSING
mentor,31,جنسیت,,DATA_MISSING
mentor,32,جنسیت,,DATA_MISSING
mentor,33,جنسیت,,DATA_MISSING
mentor,34,جنسیت,,DATA_MISSING
mentor,35,جنسیت,,DATA_MISSING
mentor,36,جنسیت,,DATA_MISSING
mentor,37,جنسیت,,DATA_MISSING
mentor,38,جنسیت,,DATA_MISSING
mentor,39,جنسیت,,DATA_MISSING
mentor,40,جنسیت,,DATA_MISSING
mentor,41,جنسیت,,DATA_MISSING
mentor,42,جنسیت,,DATA_MISSING
mentor,43,جنسیت,,DATA_MISSING
mentor,44,جنسیت,,DATA_MISSING
mentor,45,جنسیت,,DATA_MISSING
mentor,46,جنسیت,,DATA_MISSING
mentor,47,جنسیت,,DATA_MISSING
mentor,48,جنسیت,,DATA_MISSING
mentor,49,جنسیت,,DATA_MISSING
mentor,50,جنسیت,,DATA_MISSING
mentor,51,جنسیت,,DATA_MISSING
mentor,52,جنسیت,,DATA_MISSING
mentor,53,جنسیت,,DATA_MISSING
mentor,54,جنسیت,,DATA_MISSING
mentor,55,جنسیت,,DATA_MISSING
mentor,56,جنسیت,,DATA_MISSING
mentor,57,جنسیت,,DATA_MISSING
mentor,58,جنسیت,,DATA_MISSING
mentor,59,جنسیت,,DATA_MISSING
mentor,60,جنسیت,,DATA_MISSING
mentor,61,جنسیت,,DATA_MISSING
mentor,62,جنسیت,,DATA_MISSING
mentor,63,جنسیت,,DATA_MISSING
mentor,64,جنسیت,,DATA_MISSING
mentor,65,جنسیت,,DATA_MISSING
mentor,66,جنسیت,,DATA_MISSING
mentor,67,جنسیت,,DATA_MISSING
mentor,68,جنسیت,,DATA_MISSING
mentor,69,جنسیت,,DATA_MISSING
mentor,70,جنسیت,,DATA_MISSING
mentor,71,جنسیت,,DATA_MISSING
mentor,72,جنسیت,,DATA_MISSING
mentor,73,جنسیت,,DATA_MISSING
mentor,74,جنسیت,,DATA_MISSING
mentor,75,جنسیت,,DATA_MISSING
mentor,76,جنسیت,,DATA_MISSING
mentor,77,جنسیت,,DATA_MISSING
mentor,78,جنسیت,,DATA_MISSING
mentor,79,جنسیت,,DATA_MISSING
mentor,80,جنسیت,,DATA_MISSING
mentor,81,جنسیت,,DATA_MISSING
mentor,82,جنسیت,,DATA_MISSING
mentor,83,جنسیت,,DATA_MISSING
mentor,84,جنسیت,,DATA_MISSING
mentor,85,جنسیت,,DATA_MISSING
mentor,86,جنسیت,,DATA_MISSING
mentor,87,جنسیت,,DATA_MISSING
mentor,88,جنسیت,,DATA_MISSING
mentor,89,جنسیت,,DATA_MISSING
mentor,90,جنسیت,,DATA_MISSING
mentor,91,جنسیت,,DATA_MISSING
mentor,92,جنسیت,,DATA_MISSING
mentor,93,جنسیت,,DATA_MISSING
mentor,94,جنسیت,,DATA_MISSING
mentor,95,جنسیت,,DATA_MISSING
mentor,96,جنسیت,,DATA_MISSING
mentor,97,جنسیت,,DATA_MISSING
mentor,98,جنسیت,,DATA_MISSING
mentor,99,جنسیت,,DATA_MISSING
mentor,100,جنسیت,,DATA_MISSING
mentor,101,جنسیت,,DATA_MISSING
mentor,102,جنسیت,,DATA_MISSING
mentor,103,جنسیت,,DATA_MISSING
mentor,104,جنسیت,,DATA_MISSING
mentor,105,جنسیت,,DATA_MISSING
mentor,106,جنسیت,,DATA_MISSING
mentor,107,جنسیت,,DATA_MISSING
mentor,108,جنسیت,,DATA_MISSING
